,Unnamed: 0,0
0,0,-24.690114389599955
1,1,-97.84533577431282
2,2,-27.08854838910591
3,3,-61.23695740720224
4,4,-60.75850443042776
5,5,-81.71120766412552
6,6,-79.4271607967565
7,7,-51.07600797643455
8,8,-57.308358315518205
9,9,-18.912061168199045
10,10,-47.99225112757
11,11,-51.035840349511744
12,12,-103.62476641806862
13,13,-40.7168378035759
14,14,-59.98109791572287
15,15,-93.21551883353169
16,16,9.854242635397185
17,17,-9.711626604702658
18,18,-89.62035623361945
19,19,-5.3233132543648765
20,20,-90.95213602119541
21,21,-31.513642203795868
22,22,-35.00272413848356
23,23,-7.5058702208859245
24,24,4.147676629246277
25,25,-53.70778891756555
26,26,-106.78653520762478
27,27,-40.05833353623957
28,28,-25.083360982506605
29,29,6.396945602838514
30,30,-27.033788301242964
31,31,-33.92767770415337
32,32,-69.43957221067068
33,33,-59.672257075821435
34,34,-42.766486589571755
35,35,-59.08272953777731
36,36,20.018745342510712
37,37,-53.140253022262655
38,38,-98.84543916139036
39,39,13.608609500774378
40,40,22.121912272965275
41,41,-82.53528719337605
42,42,-21.05288425031992
43,43,20.841593147328126
44,44,-92.86892735470768
45,45,-80.84466873326092
46,46,-105.13935955965323
47,47,-55.40422706031168
48,48,-46.92244742381192
49,49,-38.75511319154195
